Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster,PCA1,PCA2
2254,80,RL,67.0,10147.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5.0,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,LwQ,186.0,Unf,0.0,206.0,392.0,GasA,Gd,Y,SBrkr,924,770,0,1694.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,TA,BuiltIn,1994.0,Fin,2.0,398.0,TA,TA,Y,256,64,0,0,0,0,Ex,MnPrv,Shed,0,3,2007,WD,Normal,0,0.42390314994550743,0.2783147582010818
2255,60,RL,67.0,8637.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,ALQ,871.0,Unf,0.0,52.0,923.0,GasA,Gd,Y,SBrkr,947,767,0,1714.0,1.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,2000.0,Fin,2.0,451.0,TA,TA,Y,256,48,0,0,0,0,Ex,MnPrv,Shed,0,4,2007,WD,Abnorml,0,0.8840129771935924,-0.14236498932555594
2256,60,RL,63.0,7875.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,1996,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Rec,414.0,Unf,0.0,277.0,691.0,GasA,Gd,Y,SBrkr,691,862,0,1553.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,1996.0,Fin,2.0,420.0,TA,TA,Y,0,44,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,WD,Normal,0,0.5132680535115312,-0.7168318503035048
2257,60,RL,60.0,7500.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1999,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,Ex,Y,SBrkr,957,1342,0,2299.0,0.0,0.0,3.0,1,4.5,1,TA,7,Typ,1.0,TA,Attchd,1999.0,Fin,2.0,482.0,TA,TA,Y,188,30,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,WD,Normal,0,1.9641718670784472,0.4098346525135145
2258,20,RL,67.0,9556.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1168.0,1168.0,GasA,Gd,Y,SBrkr,1187,0,0,1187.0,0.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,1992.0,RFn,2.0,420.0,TA,TA,Y,0,21,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,WD,Normal,0,0.619333861666306,-0.9708585671287636
2259,60,RL,67.0,7655.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,903.0,903.0,GasA,Gd,Y,SBrkr,910,732,0,1642.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,1993.0,RFn,2.0,392.0,TA,TA,Y,290,84,0,0,0,0,Ex,MnPrv,Shed,0,7,2007,WD,Normal,0,0.5915474065661286,-0.16119566207618277
2260,20,RL,160.0,17707.25,Grvl,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6.0,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkCmn,138.0,TA,TA,CBlock,TA,TA,Av,BLQ,550.0,Unf,0.0,752.0,1302.0,GasA,Fa,Y,SBrkr,1128,0,0,1128.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,1.0,TA,Attchd,1964.0,Unf,2.0,480.0,TA,TA,P,0,108,246,0,0,0,Ex,MnPrv,Shed,0,3,2007,WD,Alloca,1,-0.08930800325849088,0.38332402990412573
2261,120,RL,38.0,4740.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5.0,1988,1988,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,248.0,Unf,0.0,918.0,1166.0,GasA,Gd,Y,SBrkr,1179,0,0,1179.0,1.0,0.0,2.0,0,2.0,1,TA,5,Typ,0.0,Gd,Attchd,1988.0,RFn,2.0,480.0,TA,TA,Y,0,108,0,0,135,0,Ex,MnPrv,Shed,0,10,2007,WD,Normal,0,0.46065102994718365,-1.927173104218087
2262,120,RL,35.0,5118.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5.0,1990,1990,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,926.0,Unf,0.0,386.0,1312.0,GasA,Gd,Y,SBrkr,1321,0,0,1321.0,1.0,0.0,1.0,0,1.0,1,Gd,4,Typ,1.0,TA,Attchd,1990.0,RFn,2.0,484.0,TA,TA,Y,0,64,140,0,0,0,Ex,MnPrv,Shed,0,8,2007,WD,Normal,1,-0.080601241021774,-2.4043469325451334
2263,60,RL,98.0,12328.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5.0,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,986.0,Unf,0.0,163.0,1149.0,GasA,Ex,Y,SBrkr,1164,1377,0,2541.0,1.0,0.0,3.0,1,4.0,1,Ex,10,Typ,1.0,Gd,BuiltIn,2005.0,Fin,3.0,729.0,TA,TA,Y,120,32,0,0,0,0,Ex,MnPrv,Shed,0,7,2007,WD,Normal,0,4.686317675805639,1.4712565296264024
2264,20,RL,52.0,17707.25,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,PosN,Norm,1Fam,1Story,9,5.0,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,405.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1101.0,Unf,0.0,1559.0,2084.0,GasA,Ex,Y,SBrkr,2146,0,0,2338.0,1.0,0.0,2.0,1,4.0,1,Gd,8,Typ,2.0,Gd,Attchd,2005.0,Fin,3.0,963.0,Gd,TA,Y,0,135,0,0,322,0,Ex,MnPrv,Shed,0,6,2007,New,Partial,0,5.171348495182511,0.274776378149672
2265,190,RL,195.0,17707.25,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5.0,1969,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1047.0,Unf,0.0,53.0,1100.0,GasW,TA,Y,SBrkr,1424,0,0,1424.0,1.0,0.0,1.0,1,3.0,1,TA,7,Mod,0.0,Gd,2Types,1969.0,Unf,3.0,828.0,TA,TA,N,144,0,0,0,0,0,Ex,MnPrv,Shed,0,11,2007,WD,Normal,0,1.2898786261307833,0.4073563606682952
2266,120,RL,61.0,8035.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5.0,2006,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,165.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,797.0,Unf,0.0,815.0,1612.0,GasA,Ex,Y,SBrkr,1612,0,0,1612.0,1.0,0.0,2.0,0,2.0,1,Ex,6,Typ,1.0,Gd,Attchd,2006.0,Fin,2.0,556.0,TA,TA,Y,0,164,0,0,0,0,Ex,MnPrv,Shed,0,3,2007,WD,Normal,0,2.0850333414034847,-1.4497534001974353
2267,20,RL,85.0,14082.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5.0,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,405.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,1558.0,Unf,0.0,662.0,2084.0,GasA,Ex,Y,SBrkr,2146,0,0,2234.0,1.0,0.0,1.0,1,1.0,1,Gd,7,Typ,1.0,Gd,Attchd,2006.0,RFn,2.0,724.0,TA,TA,Y,390,80,0,0,0,0,Ex,MnPrv,Shed,0,1,2007,WD,Normal,0,2.8970325605301745,-0.2532569132759524
2268,20,RL,81.0,13870.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5.0,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,250.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1152.0,Unf,0.0,590.0,1742.0,GasA,Ex,Y,SBrkr,2042,0,0,2042.0,1.0,0.0,2.0,0,3.0,1,Ex,8,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,724.0,TA,TA,Y,240,52,0,0,174,0,Ex,MnPrv,Shed,0,10,2007,New,Partial,0,4.302353370564977,-0.20987741903747822
2269,20,RL,67.0,10960.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5.0,1984,1984,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,256.0,Unf,0.0,1028.0,1284.0,GasA,TA,Y,SBrkr,1284,0,0,1284.0,1.0,0.0,2.0,0,3.0,1,TA,5,Typ,0.0,Gd,Attchd,1984.0,Unf,2.0,480.0,TA,TA,Y,0,0,192,0,0,0,Ex,MnPrv,Shed,0,4,2007,COD,Abnorml,0,0.43190648663668973,-0.9597453187335503
2270,60,RL,78.0,12090.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7.0,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,Gd,TA,CBlock,Gd,TA,No,ALQ,321.0,Unf,0.0,404.0,725.0,GasA,Ex,Y,SBrkr,725,754,0,1479.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,1.0,TA,Attchd,1981.0,RFn,2.0,484.0,TA,TA,Y,167,72,0,0,0,0,Ex,MnPrv,Shed,0,3,2007,WD,Normal,0,0.32735466219594683,0.4254698064305126
2271,20,RL,93.0,12299.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6.0,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67.0,TA,TA,CBlock,Gd,TA,No,GLQ,1328.0,Unf,0.0,201.0,1529.0,GasA,TA,Y,SBrkr,1664,0,0,1664.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,TA,Attchd,1978.0,Fin,2.0,663.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,9,2007,WD,Normal,0,1.7287876203729948,0.343123311602924
2272,60,RL,61.0,11339.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5.0,1979,1979,Hip,WdShake,HdBoard,Plywood,BrkFace,405.0,TA,TA,CBlock,Gd,TA,No,ALQ,758.0,Unf,0.0,22.0,780.0,GasA,TA,Y,SBrkr,1085,845,0,1930.0,1.0,0.0,2.0,1,4.0,1,Gd,9,Typ,1.0,TA,Attchd,1979.0,Fin,2.0,481.0,TA,TA,Y,192,72,0,0,0,0,Ex,MnPrv,Shed,0,3,2007,WD,Normal,0,1.6069935759266902,1.2933727004740836
2273,20,RL,79.0,11850.0,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6.0,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98.0,TA,TA,CBlock,Gd,TA,No,ALQ,781.0,Unf,0.0,372.0,1153.0,GasA,TA,Y,SBrkr,1177,0,0,1177.0,0.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,1984.0,Fin,2.0,495.0,TA,TA,Y,204,103,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,WD,Normal,0,0.3527889064959911,-0.24492302799419893
2274,20,RL,80.0,10400.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5.0,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,903.0,Unf,0.0,356.0,1259.0,GasA,Ex,Y,SBrkr,1353,0,0,1353.0,1.0,0.0,2.0,0,2.0,1,TA,5,Typ,1.0,TA,Attchd,1979.0,RFn,2.0,478.0,TA,TA,Y,240,141,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,WD,Normal,0,0.3832956578590031,-0.8653039659566265
2275,20,RL,128.0,13001.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,5.0,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,Mn,ALQ,492.0,BLQ,121.0,1012.0,1625.0,GasA,TA,Y,SBrkr,1220,0,0,1220.0,0.0,1.0,2.0,0,2.0,1,TA,6,Typ,1.0,TA,Attchd,1971.0,Unf,2.0,944.0,TA,TA,Y,0,0,249,0,0,0,Ex,MnPrv,Shed,0,9,2007,WD,Normal,0,1.6294040711367266,-0.6513879682092687
2276,80,RL,64.0,8991.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6.0,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,624.0,Rec,604.0,0.0,1228.0,GasA,TA,Y,SBrkr,1324,0,0,1324.0,0.0,1.0,2.0,0,3.0,1,Gd,5,Typ,1.0,Fa,Attchd,1976.0,Fin,2.0,585.0,TA,TA,Y,407,36,0,0,0,0,Ex,MnPrv,Shed,0,2,2007,WD,Normal,0,0.4962258279029682,-0.8569012591701419
2277,60,RL,80.0,8000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6.0,1974,1974,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,931.0,LwQ,153.0,0.0,1084.0,GasA,TA,Y,SBrkr,1084,793,0,1877.0,1.0,0.0,2.0,1,4.0,1,TA,8,Typ,1.0,TA,Attchd,1974.0,Unf,2.0,488.0,TA,TA,Y,0,96,0,0,0,0,Ex,MnPrv,Shed,0,11,2007,WD,Normal,0,0.9317213500927874,0.9424272461338069
2278,20,RL,63.0,9457.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1970,1990,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,566.0,Unf,0.0,359.0,925.0,GasA,TA,Y,SBrkr,1422,0,0,1422.0,1.0,0.0,1.0,0,3.0,1,TA,7,Min2,0.0,Gd,Detchd,1988.0,Unf,2.0,576.0,TA,TA,Y,252,0,0,0,0,0,Ex,GdWo,Shed,0,9,2007,WD,Normal,1,-0.41364891078159227,0.3095865763463645
2279,20,RL,66.0,7920.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,CBlock,TA,TA,No,ALQ,81.0,GLQ,619.0,214.0,914.0,GasA,Ex,Y,SBrkr,914,0,0,914.0,0.0,0.0,1.0,0,3.0,1,Ex,5,Typ,0.0,Gd,Attchd,1970.0,RFn,1.0,368.0,TA,Gd,Y,120,0,0,0,0,0,Ex,MnPrv,Shed,0,10,2007,WD,Normal,1,-2.00885802381758,-1.0229790604894613
2280,20,RL,67.0,17199.0,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7.0,1961,1961,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,314.0,Unf,0.0,600.0,914.0,GasA,Ex,Y,SBrkr,914,0,0,914.0,0.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,Gd,Basment,1961.0,Unf,1.0,270.0,Fa,TA,Y,140,0,0,0,0,0,Ex,GdWo,Shed,0,7,2007,WD,Normal,1,-2.553872495206257,0.4431596852175629
2281,120,RH,33.0,4113.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5.0,2001,2001,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1337.0,1337.0,GasA,Ex,Y,SBrkr,1337,0,0,1337.0,0.0,0.0,2.0,0,2.0,1,Gd,5,Typ,1.0,TA,Attchd,2001.0,Fin,2.0,511.0,TA,TA,Y,136,68,0,0,0,0,Ex,MnPrv,Shed,0,7,2007,WD,Normal,0,0.3557082289920406,-1.8863280264036986
2282,120,RH,26.0,10943.0,Pave,Grvl,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5.0,1997,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,930.0,Unf,0.0,475.0,1405.0,GasA,Ex,Y,SBrkr,1337,0,0,1337.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,1.0,TA,Attchd,1997.0,Fin,2.0,522.0,TA,TA,Y,0,68,0,0,0,0,Ex,MnPrv,Shed,0,10,2007,WD,Normal,0,0.7672375230239988,-1.1876986677971768
2283,160,RM,21.0,2205.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6.0,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,405.0,TA,TA,CBlock,TA,TA,No,ALQ,312.0,Unf,0.0,213.0,525.0,GasA,TA,Y,SBrkr,525,567,0,1092.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,0.0,Gd,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,144,0,0,0,0,0,Ex,MnPrv,Shed,0,2,2007,WD,Normal,1,-2.3438451393317155,-0.7067017042150854
2284,160,RM,21.0,2058.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5.0,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,265.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,672,546,0,1218.0,0.0,0.0,1.0,1,4.0,1,Ex,7,Typ,0.0,Gd,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,0,28,0,0,0,0,Ex,MnPrv,Shed,0,12,2007,WD,Normal,1,-1.7711707872833538,-0.5851655412983043
2285,120,RL,24.0,2304.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7.0,1978,1978,Gable,CompShg,Plywood,Brk Cmn,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,632.0,Unf,6.0,423.0,1061.0,GasA,TA,Y,SBrkr,1055,0,0,1055.0,0.0,0.0,2.0,0,2.0,1,TA,4,Typ,0.0,Gd,Attchd,1978.0,Unf,1.0,319.0,TA,TA,Y,108,32,0,0,0,0,Ex,MnPrv,Shed,0,4,2007,WD,Normal,1,-1.5413620667996104,-1.4272966522720074
2286,20,RL,65.0,7150.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988.0,1.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,Gd,Detchd,1974.0,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,11,2007,WD,Normal,1,-2.1683857763080603,-0.6824874411973265
2287,20,RL,96.0,12469.0,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5.0,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,378.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1151.0,Unf,0.0,639.0,1790.0,GasA,Ex,Y,SBrkr,1816,0,0,1816.0,1.0,0.0,2.0,0,3.0,1,Ex,7,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,730.0,TA,TA,Y,186,36,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,New,Partial,0,3.6354108605555773,-0.8234657600895162
2288,20,RL,91.0,11825.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5.0,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,1694.0,0.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2006.0,RFn,3.0,856.0,TA,TA,Y,0,112,0,0,0,0,Ex,MnPrv,Shed,0,6,2007,New,Partial,0,3.401326330232527,-0.9218087800908014
2289,20,RL,110.0,14333.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,590.0,2084.0,GasA,Ex,Y,SBrkr,2122,0,0,2122.0,1.0,0.0,2.0,1,2.0,1,Gd,7,Typ,1.0,Ex,Attchd,2007.0,Fin,3.0,938.0,TA,TA,Y,130,142,0,0,0,0,Ex,MnPrv,Shed,0,11,2007,New,Partial,0,4.322239731158336,-0.5015751261677203
2290,60,RL,107.0,13641.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5.0,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,405.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1304.0,Unf,0.0,630.0,1934.0,GasA,Ex,Y,SBrkr,1943,713,0,2626.25,1.0,0.0,2.0,1,3.0,1,Ex,8,Typ,1.0,Gd,Attchd,2007.0,RFn,3.0,963.0,TA,TA,Y,268,58,0,0,0,0,Ex,MnPrv,Shed,0,12,2007,New,Partial,0,5.075384166881474,0.16606583645085463
2291,60,RL,110.0,13440.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5.0,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,190.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1108.0,1108.0,GasA,Ex,Y,SBrkr,1148,1402,0,2550.0,0.0,0.0,2.0,1,4.0,1,Ex,10,Typ,1.0,Gd,BuiltIn,2006.0,Fin,3.0,670.0,TA,TA,Y,120,39,0,0,0,0,Ex,MnPrv,Shed,0,3,2007,New,Partial,0,4.022180588321007,1.449843053412841
2292,20,RL,105.0,15431.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5.0,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1430.0,Unf,0.0,564.0,1994.0,GasA,Ex,Y,SBrkr,2046,0,0,2046.0,1.0,0.0,2.0,1,2.0,1,Ex,7,Typ,2.0,Gd,Attchd,2005.0,Fin,3.0,878.0,TA,TA,Y,188,65,0,0,175,0,Ex,MnPrv,Shed,0,8,2007,WD,Normal,0,4.638383354013058,-0.6056041184386112
2293,20,RL,107.0,13891.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5.0,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,405.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1812.0,Unf,0.0,740.0,2084.0,GasA,Ex,Y,SBrkr,2146,0,0,2552.0,1.0,0.0,2.0,0,3.0,1,Ex,8,Typ,2.0,Ex,Attchd,2007.0,Fin,3.0,932.0,TA,TA,Y,130,28,0,0,0,0,Ex,MnPrv,Shed,0,10,2007,New,Partial,0,5.0837847394423346,0.09557300797531779
2294,60,RL,118.0,13654.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5.0,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,1704.0,GasA,Ex,Y,SBrkr,1722,1036,0,2626.25,0.0,0.0,2.0,1,4.0,1,Ex,9,Typ,1.0,Ex,BuiltIn,2005.0,Fin,3.0,814.0,TA,TA,Y,282,55,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,WD,Normal,0,4.825228389444813,0.7552906543738115
2295,20,RL,59.0,17169.0,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5.0,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,405.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1684.0,Unf,0.0,636.0,2084.0,GasA,Ex,Y,SBrkr,2146,0,0,2290.0,2.0,0.0,2.0,1,2.0,1,Ex,7,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,963.0,TA,TA,Y,192,30,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,New,Partial,0,5.167010399621173,-0.3395680249391236
